Date,Product Name,Batch No,Expiry Date,Quantity,MRP (₹),GST (%),GST Amount (₹),Amount (₹),Month_Date,Sales Type
2025-05-05,Nicotine Patch,711,2025-08-01,4,85.57,12.0,36.67285714,342.28,2025-05-01,Prescription
2025-05-05,Ranitidine 150mg,733,2025-12-01,2,13.65,12.0,2.925,27.3,2025-05-01,Prescription
2025-05-05,Calpol 500mg,774,2026-07-01,3,14.95,12.0,4.805357143,44.85,2025-05-01,Prescription
2025-05-05,Volini Gel,144,2026-01-01,7,265.0,12.0,198.75,1855.0,2025-05-01,OTC
2025-05-05,Erythromycin 250mg,272,2026-04-01,8,60.0,12.0,51.42857143,480.0,2025-05-01,Prescription
2025-05-05,Azithromycin 500mg,366,2026-07-01,7,79.16,12.0,59.37,554.12,2025-05-01,Prescription
2025-05-06,Dexamethasone 4mg,806,2026-04-01,8,40.0,12.0,34.28571429,320.0,2025-05-01,Prescription
2025-05-06,Insulin 30/70,106,2026-01-01,9,174.0,12.0,167.7857143,1566.0,2025-05-01,Prescription
2025-05-06,Erythromycin 250mg,272,2026-04-01,7,60.0,12.0,45.0,420.0,2025-05-01,Prescription
2025-05-06,Metformin 500mg,221,2026-04-01,6,44.0,12.0,28.28571429,264.0,2025-05-01,Prescription
2025-05-06,Pantoprazole 40mg,295,2026-04-01,7,153.15,12.0,114.8625,1072.05,2025-05-01,Prescription
2025-05-06,Metformin 500mg,221,2026-04-01,10,44.0,12.0,47.14285714,440.0,2025-05-01,Prescription
2025-05-06,Salbutamol Inhaler,956,2026-01-01,4,73.26,12.0,31.39714286,293.04,2025-05-01,Prescription
2025-05-07,Vitamin C Tablets,360,2026-01-01,4,24.86,12.0,10.65428571,99.44,2025-05-01,OTC
2025-05-07,Zincovit,679,2026-03-01,7,115.0,12.0,86.25,805.0,2025-05-01,Prescription
2025-05-07,Omeprazole 20mg,985,2026-12-01,5,32.14,12.0,17.21785714,160.7,2025-05-01,Prescription
2025-05-07,Amoxicillin 250mg,703,2027-07-01,9,40.99,12.0,39.52607143,368.91,2025-05-01,Prescription
2025-05-10,Dexamethasone 4mg,806,2026-04-01,8,40.0,12.0,34.28571429,320.0,2025-05-01,Prescription
2025-05-07,Amlodipine 5mg,839/253,2026-01-01,5,83.9,12.0,44.94642857,419.5,2025-05-01,Prescription
2025-05-07,Crocin Advance,311,2026-05-01,4,20.16,12.0,8.64,80.64,2025-05-01,Prescription
2025-05-07,Thermometer,106,,3,190.0,12.0,61.07142857,570.0,2025-05-01,Prescription
2025-05-07,Betadine Ointment,162,2026-05-01,3,97.0,12.0,31.17857143,291.0,2025-05-01,Prescription
2025-05-07,Salbutamol Inhaler,239,2026-01-01,3,73.26,12.0,23.54785714,219.78,2025-05-01,Prescription
2025-05-08,Dexamethasone 4mg,806,2026-04-01,5,40.0,12.0,21.42857143,200.0,2025-05-01,Prescription
2025-05-08,Losartan 50mg,587,2027-01-01,14,96.55,12.0,144.825,1351.7,2025-05-01,Prescription
2025-05-08,Hydroxychloroquine 200mg,547,2026-04-01,8,108.7,12.0,93.17142857,869.6,2025-05-01,Prescription
2025-05-08,Paracetamol 500mg,580,2026-01-01,6,10.08,12.0,6.48,60.48,2025-05-01,Prescription
2025-05-08,Allegra 120mg,830/171,2026-07-01,9,264.72,12.0,255.2657143,2382.48,2025-05-01,Prescription
2025-05-08,Thyroxine 50mcg,445,2027-04-01,8,140.83,12.0,120.7114286,1126.64,2025-05-01,Prescription
2025-05-08,Cetirizine 10mg,384,2026-03-01,3,21.05,12.0,6.766071429,63.15,2025-05-01,Prescription
2025-05-08,Ibuprofen 400mg,991,2026-07-01,7,12.88,12.0,9.66,90.16,2025-05-01,Prescription
2025-05-09,Nicotine Patch,711,2025-08-01,8,85.57,12.0,73.34571429,684.56,2025-05-01,Prescription
2025-05-09,Hydroxychloroquine 200mg,828,2026-04-01,6,108.7,12.0,69.87857143,652.2,2025-05-01,Prescription
2025-05-09,Chlorpheniramine,929,2026-12-01,3,102.29,12.0,32.87892857,306.87,2025-05-01,Prescription
2025-05-09,Betadine Ointment,162,2026-05-01,5,97.0,12.0,51.96428571,485.0,2025-05-01,Prescription
2025-05-09,ORS Sachet,105,2025-12-01,8,17.08,12.0,14.64,136.64,2025-05-01,Prescription
2025-05-09,Crocin Advance,311,2026-05-01,10,20.16,12.0,21.6,201.6,2025-05-01,Prescription
2025-05-09,Insulin 30/70,106,2026-01-01,11,174.0,12.0,205.0714286,1914.0,2025-05-01,Prescription
2025-05-09,Multivitamin Syrup,246,2025-12-01,7,170.0,12.0,127.5,1190.0,2025-05-01,OTC
2025-05-09,Tetanus Toxoid,328,2028-04-01,5,11.35,12.0,6.080357143,56.75,2025-05-01,Prescription
2025-05-10,ORS Sachet,105,2025-12-01,8,36.0,12.0,30.85714286,288.0,2025-05-01,Prescription
2025-05-10,Amlodipine 5mg,253,2026-01-01,8,83.9,12.0,71.91428571,671.2,2025-05-01,Prescription
2025-05-10,Vitamin C Tablets,360,2026-01-01,8,24.86,12.0,21.30857143,198.88,2025-05-01,OTC
2025-05-10,Multivitamin Syrup,269,2025-12-01,6,170.0,12.0,109.2857143,1020.0,2025-05-01,OTC
2025-05-10,Zincovit,679,2026-03-01,1,115.0,12.0,12.32142857,115.0,2025-05-01,Prescription
2025-05-10,Losartan 50mg,799,2027-01-01,6,96.55,12.0,62.06785714,579.3,2025-05-01,Prescription
2025-05-11,Hydroxychloroquine 200mg,828,2026-04-01,5,108.7,12.0,58.23214286,543.5,2025-05-01,Prescription
2025-05-11,Digene,141,2026-03-01,8,29.2,12.0,25.02857143,233.6,2025-05-01,Prescription
2025-05-11,ORS Sachet,105,2025-12-01,6,41.7,12.0,26.80714286,250.2,2025-05-01,Prescription
2025-05-11,Nicotine Patch,711,2025-08-01,9,85.57,12.0,82.51392857,770.13,2025-05-01,Prescription
2025-05-11,Losartan 50mg,799,2027-01-01,9,96.55,12.0,93.10178571,868.95,2025-05-01,Prescription
2025-05-11,Dolo 650mg,187,2026-01-01,7,33.76,12.0,25.32,236.32,2025-05-01,Prescription
2025-05-11,Levocetirizine 5mg,134,2026-12-01,10,35.0,12.0,37.5,350.0,2025-05-01,Prescription
2025-05-11,Amoxicillin 250mg,703,2027-07-01,7,40.99,12.0,30.7425,286.93,2025-05-01,Prescription
2025-05-12,Hand Sanitizer,295,2026-01-01,9,30.0,12.0,28.92857143,270.0,2025-05-01,OTC
2025-05-12,Volini Gel,144,2026-01-01,5,265.0,12.0,141.9642857,1325.0,2025-05-01,OTC
2025-05-12,Bandage Roll,380,2026-12-01,13,22.0,12.0,30.64285714,286.0,2025-05-01,Prescription
2025-05-12,Loperamide 2mg,362,2026-04-01,4,25.48,12.0,10.92,101.92,2025-05-01,Prescription
2025-05-12,Nicotine Patch,711,2025-08-01,5,85.57,12.0,45.84107143,427.85,2025-05-01,Prescription
2025-05-12,Crocin Advance,311,2026-05-01,1,20.16,12.0,2.16,20.16,2025-05-01,Prescription
2025-05-12,Paracetamol 500mg,580,2026-01-01,10,10.08,12.0,10.8,100.8,2025-05-01,Prescription
2025-05-12,Azithromycin 500mg,366,2026-07-01,5,79.16,12.0,42.40714286,395.8,2025-05-01,Prescription
2025-05-12,Becosules,920,2026-04-01,6,60.49,12.0,38.88642857,362.94,2025-05-01,Prescription
2025-05-13,Dexamethasone 4mg,806,2026-04-01,3,40.0,12.0,12.85714286,120.0,2025-05-01,Prescription
2025-05-13,Crocin Advance,311,2026-05-01,3,20.16,12.0,6.48,60.48,2025-05-01,Prescription
2025-05-13,Disprin,338,2026-05-01,7,5.64,12.0,4.23,39.48,2025-05-01,Prescription
2025-05-13,Bandage Roll,380,2026-12-01,9,22.0,12.0,21.21428571,198.0,2025-05-01,Prescription
2025-05-13,Vitamin C Tablets,703,2026-01-01,7,24.86,12.0,18.645,174.02,2025-05-01,OTC
2025-05-13,Becosules,920,2026-04-01,8,60.49,12.0,51.84857143,483.92,2025-05-01,Prescription
2025-05-13,Digene,141,2026-03-01,3,29.2,12.0,9.385714286,87.6,2025-05-01,Prescription
2025-05-14,Paracetamol 500mg,580,2026-01-01,14,10.08,12.0,15.12,141.12,2025-05-01,Prescription
2025-05-14,Multivitamin Syrup,269,2025-12-01,9,170.0,12.0,163.9285714,1530.0,2025-05-01,OTC
2025-05-14,Omeprazole 20mg,484,2026-12-01,2,32.14,12.0,6.887142857,64.28,2025-05-01,Prescription
2025-05-14,Atorvastatin 10mg,178,2026-05-01,1,55.32,12.0,5.927142857,55.32,2025-05-01,Prescription
2025-05-14,Calpol 500mg,774,2026-07-01,5,14.95,12.0,8.008928571,74.75,2025-05-01,Prescription
2025-05-14,Hydroxychloroquine 200mg,732,2026-04-01,8,108.7,12.0,93.17142857,869.6,2025-05-01,Prescription
2025-05-14,Volini Gel,144,2026-01-01,2,265.0,12.0,56.78571429,530.0,2025-05-01,OTC
2025-05-15,Avil 25mg,723,2026-04-01,3,13.25,12.0,4.258928571,39.75,2025-05-01,Prescription
2025-05-15,Disprin,338,2026-05-01,6,5.64,12.0,3.625714286,33.84,2025-05-01,Prescription
2025-05-15,Chlorpheniramine,929,2026-12-01,3,102.29,12.0,32.87892857,306.87,2025-05-01,Prescription
2025-05-15,ORS Sachet,105,2025-12-01,4,30.5,12.0,13.07142857,122.0,2025-05-01,Prescription
2025-05-15,Ivermectin 12mg,199,2026-04-01,5,177.95,12.0,95.33035714,889.75,2025-05-01,Prescription
2025-05-15,Vitamin C Tablets,703,2026-01-01,8,24.86,12.0,21.30857143,198.88,2025-05-01,OTC
2025-05-15,Thyroxine 50mcg,445,2027-04-01,4,140.83,12.0,60.35571429,563.32,2025-05-01,Prescription
2025-05-15,N95 Mask,537,2025-12-01,1,28.0,12.0,3.0,28.0,2025-05-01,Prescription
2025-05-15,Volini Gel,144,2026-01-01,8,265.0,12.0,227.1428571,2120.0,2025-05-01,OTC
2025-05-15,Ranitidine 150mg,733,2025-12-01,10,13.65,12.0,14.625,136.5,2025-05-01,Prescription
2025-05-16,Cetirizine 10mg,704,2026-03-01,4,21.05,12.0,9.021428571,84.2,2025-05-01,Prescription
2025-05-16,Crocin Advance,895,2026-05-01,6,20.16,12.0,12.96,120.96,2025-05-01,Prescription
2025-05-16,Paracetamol 500mg,359,2026-01-01,12,10.08,12.0,12.96,120.96,2025-05-01,Prescription
2025-05-16,Multivitamin Syrup,269,2025-12-01,5,170.0,12.0,91.07142857,850.0,2025-05-01,OTC
2025-05-16,Ciprofloxacin 500mg,155,2026-04-01,9,47.49,12.0,45.79392857,427.41,2025-05-01,Prescription
2025-05-16,Betadine Ointment,162,2026-05-01,2,97.0,12.0,20.78571429,194.0,2025-05-01,Prescription
2025-05-16,Crocin Advance,895,2026-05-01,9,20.16,12.0,19.44,181.44,2025-05-01,Prescription
2025-05-16,Zincovit,679,2026-03-01,7,115.0,12.0,86.25,805.0,2025-05-01,Prescription
2025-05-16,Dolo 650mg,187/723,2026-01-01,5,33.76,12.0,18.08571429,168.8,2025-05-01,Prescription
2025-05-16,Volini Gel,144,2026-01-01,6,265.0,12.0,170.3571429,1590.0,2025-05-01,OTC
2025-05-17,Ibuprofen 400mg,991,2026-07-01,6,12.88,12.0,8.28,77.28,2025-05-01,Prescription
2025-05-17,Amlodipine 5mg,401,2026-01-01,9,83.9,12.0,80.90357143,755.1,2025-05-01,Prescription
2025-05-17,Calpol 500mg,774,2026-07-01,3,14.95,12.0,4.805357143,44.85,2025-05-01,Prescription
2025-05-17,Cetirizine 10mg,704,2026-03-01,3,21.05,12.0,6.766071429,63.15,2025-05-01,Prescription
2025-05-17,Levocetirizine 5mg,122,2026-12-01,10,35.0,12.0,37.5,350.0,2025-05-01,Prescription
2025-05-17,Avil 25mg,723,2026-04-01,5,13.25,12.0,7.098214286,66.25,2025-05-01,Prescription
2025-05-17,Erythromycin 250mg,876,2026-04-01,4,60.0,12.0,25.71428571,240.0,2025-05-01,Prescription
2025-05-17,Azithromycin 500mg,366,2026-07-01,3,79.16,12.0,25.44428571,237.48,2025-05-01,Prescription
2025-05-17,Crocin Advance,895,2026-05-01,8,20.16,12.0,17.28,161.28,2025-05-01,Prescription
2025-05-17,Dexamethasone 4mg,806,2026-04-01,6,40.0,12.0,25.71428571,240.0,2025-05-01,Prescription
2025-05-17,Prednisolone 10mg,467,2025-12-01,7,27.0,12.0,20.25,189.0,2025-05-01,Prescription
2025-05-17,Digene,415,2026-03-01,7,29.2,12.0,21.9,204.4,2025-05-01,Prescription
2025-05-18,Volini Gel,144,2026-01-01,3,265.0,12.0,85.17857143,795.0,2025-05-01,OTC
2025-05-18,N95 Mask,537,2025-12-01,4,28.0,12.0,12.0,112.0,2025-05-01,Prescription
2025-05-18,Zincovit,481,2026-03-01,6,115.0,12.0,73.92857143,690.0,2025-05-01,Prescription
2025-05-18,Nicotine Patch,711,2025-08-01,9,85.57,12.0,82.51392857,770.13,2025-05-01,Prescription
2025-05-18,Zincovit,481,2026-03-01,3,115.0,12.0,36.96428571,345.0,2025-05-01,Prescription
2025-05-18,Thermometer,422,,5,190.0,12.0,101.7857143,950.0,2025-05-01,Prescription
2025-05-18,Insulin 30/70,556,2026-01-01,13,174.0,12.0,242.3571429,2262.0,2025-05-01,Prescription
2025-05-18,Multivitamin Syrup,585,2025-12-01,6,170.0,12.0,109.2857143,1020.0,2025-05-01,OTC
2025-05-18,Ranitidine 150mg,733,2025-12-01,6,13.65,12.0,8.775,81.9,2025-05-01,Prescription
2025-05-19,Tetanus Toxoid,328,2028-04-01,7,11.35,12.0,8.5125,79.45,2025-05-01,Prescription
2025-05-19,Erythromycin 250mg,876,2026-04-01,4,60.0,12.0,25.71428571,240.0,2025-05-01,Prescription
2025-05-19,Calpol 500mg,536,2026-07-01,3,14.95,12.0,4.805357143,44.85,2025-05-01,Prescription
2025-05-19,Omeprazole 20mg,484,2026-12-01,5,32.14,12.0,17.21785714,160.7,2025-05-01,Prescription
2025-05-19,Montelukast 10mg,684,2027-01-01,10,140.0,12.0,150.0,1400.0,2025-05-01,Prescription
2025-05-19,Clotrimazole Cream,294,2026-05-01,3,302.5,12.0,97.23214286,907.5,2025-05-01,OTC
2025-05-19,Hand Sanitizer,295,2026-01-01,3,30.0,12.0,9.642857143,90.0,2025-05-01,OTC
2025-05-19,Amoxicillin 250mg,703,2027-07-01,2,40.99,12.0,8.783571429,81.98,2025-05-01,Prescription
2025-05-19,Amoxicillin 250mg,703,2027-07-01,4,40.99,12.0,17.56714286,163.96,2025-05-01,Prescription
2025-05-20,N95 Mask,537,2025-12-01,1,28.0,12.0,3.0,28.0,2025-05-01,Prescription
2025-05-20,Ranitidine 150mg,733,2025-12-01,3,13.65,12.0,4.3875,40.95,2025-05-01,Prescription
2025-05-20,Calpol 500mg,536,2026-07-01,4,14.95,12.0,6.407142857,59.8,2025-05-01,Prescription
2025-05-20,Becosules,920,2026-04-01,9,60.49,12.0,58.32964286,544.41,2025-05-01,Prescription
2025-05-20,Allegra 120mg,171/356,2026-07-01,10,264.72,12.0,283.6285714,2647.2,2025-05-01,Prescription
2025-05-20,Atorvastatin 10mg,973,2026-05-01,9,55.32,12.0,53.34428571,497.88,2025-05-01,Prescription
2025-05-20,Loperamide 2mg,362,2026-04-01,9,25.48,12.0,24.57,229.32,2025-05-01,Prescription
2025-05-20,Pantoprazole 40mg,295,2026-04-01,2,153.15,12.0,32.81785714,306.3,2025-05-01,Prescription
2025-05-21,Atorvastatin 10mg,659,2026-05-01,7,55.32,12.0,41.49,387.24,2025-05-01,Prescription
2025-05-21,Dexamethasone 4mg,806,2026-04-01,5,40.0,12.0,21.42857143,200.0,2025-05-01,Prescription
2025-05-21,Disprin,414,2026-05-01,5,5.64,12.0,3.021428571,28.2,2025-05-01,Prescription
2025-05-21,Ciprofloxacin 500mg,155,2026-04-01,9,47.49,12.0,45.79392857,427.41,2025-05-01,Prescription
2025-05-21,Tetanus Toxoid,394,2028-04-01,5,11.35,12.0,6.080357143,56.75,2025-05-01,Prescription
2025-05-21,Volini Gel,144,2026-01-01,7,265.0,12.0,198.75,1855.0,2025-05-01,OTC
2025-05-21,Surgical Gloves,177,2027-01-01,10,83.0,12.0,88.92857143,830.0,2025-05-01,Prescription
2025-05-22,Digene,415,2026-03-01,9,29.2,12.0,28.15714286,262.8,2025-05-01,Prescription
2025-05-22,Surgical Gloves,607,2027-01-01,8,83.0,12.0,71.14285714,664.0,2025-05-01,Prescription
2025-05-22,N95 Mask,537,2025-12-01,4,28.0,12.0,12.0,112.0,2025-05-01,Prescription
2025-05-22,Chlorpheniramine,929,2026-12-01,4,102.29,12.0,43.83857143,409.16,2025-05-01,Prescription
2025-05-22,Volini Gel,144,2026-01-01,2,265.0,12.0,56.78571429,530.0,2025-05-01,OTC
2025-05-22,Azithromycin 500mg,366,2026-07-01,2,79.16,12.0,16.96285714,158.32,2025-05-01,Prescription
2025-05-22,Dolo 650mg,723,2026-01-01,9,33.76,12.0,32.55428571,303.84,2025-05-01,Prescription
2025-05-22,Hand Sanitizer,295,2026-01-01,4,30.0,12.0,12.85714286,120.0,2025-05-01,OTC
2025-05-23,Tetanus Toxoid,394,2028-04-01,7,11.35,12.0,8.5125,79.45,2025-05-01,Prescription
2025-05-23,Domperidone 10mg,466,2026-04-01,9,25.86,12.0,24.93642857,232.74,2025-05-01,Prescription
2025-05-23,Zincovit,481,2026-03-01,5,115.0,12.0,61.60714286,575.0,2025-05-01,Prescription
2025-05-23,Betadine Ointment,423,2026-05-01,5,97.0,12.0,51.96428571,485.0,2025-05-01,Prescription
2025-05-23,Azithromycin 500mg,366,2026-07-01,5,79.16,12.0,42.40714286,395.8,2025-05-01,Prescription
2025-05-23,Crocin Advance,895,2026-05-01,1,20.16,12.0,2.16,20.16,2025-05-01,Prescription
2025-05-23,Surgical Gloves,607,2027-01-01,7,83.0,12.0,62.25,581.0,2025-05-01,Prescription
2025-05-23,Thyroxine 50mcg,445,2027-04-01,3,140.83,12.0,45.26678571,422.49,2025-05-01,Prescription
2025-05-24,Losartan 50mg,799,2027-01-01,5,96.55,12.0,51.72321429,482.75,2025-05-01,Prescription
2025-05-24,Amoxicillin 250mg,703,2027-07-01,3,40.99,12.0,13.17535714,122.97,2025-05-01,Prescription
2025-05-24,Dexamethasone 4mg,400,2026-04-01,10,40.0,12.0,42.85714286,400.0,2025-05-01,Prescription
2025-05-24,Pantoprazole 40mg,295,2026-04-01,4,153.15,12.0,65.63571429,612.6,2025-05-01,Prescription
2025-05-24,Paracetamol 500mg,359,2026-01-01,5,10.08,12.0,5.4,50.4,2025-05-01,Prescription
2025-05-24,Ibuprofen 400mg,991,2026-07-01,8,12.88,12.0,11.04,103.04,2025-05-01,Prescription
2025-05-24,Montelukast 10mg,528,2027-01-01,15,140.0,12.0,225.0,2100.0,2025-05-01,Prescription
2025-05-24,Cetirizine 10mg,704,2026-03-01,4,21.05,12.0,9.021428571,84.2,2025-05-01,Prescription
2025-05-24,Loperamide 2mg,362,2026-04-01,7,25.48,12.0,19.11,178.36,2025-05-01,Prescription
2025-05-25,Metformin 500mg,221,2026-04-01,5,44.0,12.0,23.57142857,220.0,2025-05-01,Prescription
2025-05-25,Salbutamol Inhaler,239,2026-01-01,6,73.26,12.0,47.09571429,439.56,2025-05-01,Prescription
2025-05-25,Ibuprofen 400mg,991,2026-07-01,4,12.88,12.0,5.52,51.52,2025-05-01,Prescription
2025-05-25,Disprin,414,2026-05-01,7,5.64,12.0,4.23,39.48,2025-05-01,Prescription
2025-05-25,Ibuprofen 400mg,568,2026-07-01,5,12.88,12.0,6.9,64.4,2025-05-01,Prescription
2025-05-25,Crocin Advance,895,2026-05-01,4,20.16,12.0,8.64,80.64,2025-05-01,Prescription
2025-05-25,Clotrimazole Cream,357,2026-05-01,10,302.5,12.0,324.1071429,3025.0,2025-05-01,OTC
2025-05-25,Losartan 50mg,246,2027-01-01,11,96.55,12.0,113.7910714,1062.05,2025-05-01,Prescription
2025-05-25,Domperidone 10mg,466,2026-04-01,3,25.86,12.0,8.312142857,77.58,2025-05-01,Prescription
2025-05-26,Ibuprofen 400mg,568,2026-07-01,4,12.88,12.0,5.52,51.52,2025-05-01,Prescription
2025-05-26,Multivitamin Syrup,585,2025-12-01,5,170.0,12.0,91.07142857,850.0,2025-05-01,OTC
2025-05-26,Azithromycin 500mg,366,2026-07-01,5,79.16,12.0,42.40714286,395.8,2025-05-01,Prescription
2025-05-26,Multivitamin Syrup,585,2025-12-01,10,170.0,12.0,182.1428571,1700.0,2025-05-01,OTC
2025-05-26,Tetanus Toxoid,394,2028-04-01,5,11.35,12.0,6.080357143,56.75,2025-05-01,Prescription
2025-05-26,Surgical Gloves,607,2027-01-01,5,83.0,12.0,44.46428571,415.0,2025-05-01,Prescription
2025-05-26,Dexamethasone 4mg,400,2026-04-01,5,40.0,12.0,21.42857143,200.0,2025-05-01,Prescription
2025-05-27,Salbutamol Inhaler,239,2026-01-01,4,73.26,12.0,31.39714286,293.04,2025-05-01,Prescription
2025-05-27,Allegra 120mg,356,2026-07-01,3,264.72,12.0,85.08857143,794.16,2025-05-01,Prescription
2025-05-27,N95 Mask,537,2025-12-01,10,28.0,12.0,30.0,280.0,2025-05-01,Prescription
2025-05-27,Thermometer,422,,8,190.0,12.0,162.8571429,1520.0,2025-05-01,Prescription
2025-05-27,Avil 25mg,723,2026-04-01,1,13.25,12.0,1.419642857,13.25,2025-05-01,Prescription
2025-05-27,Ciprofloxacin 500mg,452,2026-04-01,7,47.49,12.0,35.6175,332.43,2025-05-01,Prescription
2025-05-27,Cetirizine 10mg,704,2026-03-01,2,21.05,12.0,4.510714286,42.1,2025-05-01,Prescription
2025-05-27,Clotrimazole Cream,357,2026-05-01,9,302.5,12.0,291.6964286,2722.5,2025-05-01,OTC
2025-05-27,Dexamethasone 4mg,400,2026-04-01,5,40.0,12.0,21.42857143,200.0,2025-05-01,Prescription
2025-05-28,Insulin 30/70,556,2026-01-01,7,174.0,12.0,130.5,1218.0,2025-05-01,Prescription
2025-05-28,Zincovit,481,2026-03-01,6,115.0,12.0,73.92857143,690.0,2025-05-01,Prescription
2025-05-28,Losartan 50mg,246,2027-01-01,10,96.55,12.0,103.4464286,965.5,2025-05-01,Prescription
2025-05-28,Clotrimazole Cream,357,2026-05-01,3,302.5,12.0,97.23214286,907.5,2025-05-01,OTC
2025-05-28,Betadine Ointment,423,2026-05-01,1,97.0,12.0,10.39285714,97.0,2025-05-01,Prescription
2025-05-28,Combiflam,322,2026-06-01,7,55.71,12.0,41.7825,389.97,2025-05-01,Prescription
2025-05-29,Multivitamin Syrup,737,2025-12-01,10,170.0,12.0,182.1428571,1700.0,2025-05-01,OTC
2025-05-28,Salbutamol Inhaler,239,2026-01-01,4,73.26,12.0,31.39714286,293.04,2025-05-01,Prescription
2025-05-29,Disprin,414,2026-05-01,3,5.64,12.0,1.812857143,16.92,2025-05-01,Prescription
2025-05-29,Tetanus Toxoid,394,2028-04-01,1,11.35,12.0,1.216071429,11.35,2025-05-01,Prescription
2025-05-29,Glibenclamide 5mg,335,2026-06-01,10,48.75,12.0,52.23214286,487.5,2025-05-01,Prescription
2025-05-29,Volini Gel,144,2026-01-01,5,265.0,12.0,141.9642857,1325.0,2025-05-01,OTC
2025-05-29,Salbutamol Inhaler,239,2026-01-01,9,73.26,12.0,70.64357143,659.34,2025-05-01,Prescription
2025-05-29,Dolo 650mg,723,2026-01-01,6,33.76,12.0,21.70285714,202.56,2025-05-01,Prescription
2025-05-29,Dolo 650mg,723/453,2026-01-01,6,33.76,12.0,21.70285714,202.56,2025-05-01,Prescription
2025-05-30,N95 Mask,537,2025-12-01,3,28.0,12.0,9.0,84.0,2025-05-01,Prescription
2025-05-30,ORS Sachet,903,2025-12-01,12,29.01,12.0,37.29857143,348.12,2025-05-01,Prescription
2025-05-30,Ivermectin 12mg,395,2026-04-01,7,177.95,12.0,133.4625,1245.65,2025-05-01,Prescription
2025-05-30,Bandage Roll,570,2026-12-01,7,22.0,12.0,16.5,154.0,2025-05-01,Prescription
2025-05-30,Allegra 120mg,356,2026-07-01,4,264.72,12.0,113.4514286,1058.88,2025-05-01,Prescription
2025-05-30,Glibenclamide 5mg,493,2026-06-01,11,48.75,12.0,57.45535714,536.25,2025-05-01,Prescription
2025-05-30,Erythromycin 250mg,876,2026-04-01,2,60.0,12.0,12.85714286,120.0,2025-05-01,Prescription
2025-05-30,Salbutamol Inhaler,239,2026-01-01,6,73.26,12.0,47.09571429,439.56,2025-05-01,Prescription
2025-05-30,Avil 25mg,196,2026-12-01,10,13.25,12.0,14.19642857,132.5,2025-05-01,Prescription
2025-05-31,Thermometer,422,,7,190.0,12.0,142.5,1330.0,2025-05-01,Prescription
2025-05-31,Allegra 120mg,175,2026-07-01,7,264.72,12.0,198.54,1853.04,2025-05-01,Prescription
2025-05-31,Azithromycin 500mg,366,2026-07-01,3,79.16,12.0,25.44428571,237.48,2025-05-01,Prescription
2025-05-31,Clotrimazole Cream,357,2026-05-01,3,302.5,12.0,97.23214286,907.5,2025-05-01,OTC
2025-05-31,N95 Mask,537,2025-12-01,8,28.0,12.0,24.0,224.0,2025-05-01,Prescription
2025-05-31,Digene,415,2026-03-01,9,29.2,12.0,28.15714286,262.8,2025-05-01,Prescription
2025-05-31,Cetirizine 10mg,173,2026-03-01,10,21.05,12.0,22.55357143,210.5,2025-05-01,Prescription
2025-05-31,Bandage Roll,570,2026-12-01,9,22.0,12.0,21.21428571,198.0,2025-05-01,Prescription
2025-06-01,Paracetamol 500mg,359,2026-01-01,13,10.08,12.0,14.04,131.04,2025-06-01,Prescription
2025-06-01,Ciprofloxacin 500mg,452,2026-04-01,3,47.49,12.0,15.26464286,142.47,2025-06-01,Prescription
2025-06-01,Nicotine Patch,711,2025-08-01,5,85.57,12.0,45.84107143,427.85,2025-06-01,Prescription
2025-06-01,Crocin Advance,895,2026-05-01,8,20.16,12.0,17.28,161.28,2025-06-01,Prescription
2025-06-01,Loperamide 2mg,440,2026-04-01,11,25.48,12.0,30.03,280.28,2025-06-01,Prescription
2025-06-01,Bandage Roll,570,2026-12-01,7,22.0,12.0,16.5,154.0,2025-06-01,Prescription
2025-06-01,Atorvastatin 10mg,659,2026-05-01,10,55.32,12.0,59.27142857,553.2,2025-06-01,Prescription
2025-06-02,Crocin Advance,895,2026-05-01,4,20.16,12.0,8.64,80.64,2025-06-01,Prescription
2025-06-02,Betadine Ointment,423,2026-05-01,2,97.0,12.0,20.78571429,194.0,2025-06-01,Prescription
2025-06-02,Loperamide 2mg,440,2026-04-01,10,25.48,12.0,27.3,254.8,2025-06-01,Prescription
2025-06-02,Levocetirizine 5mg,668,2026-12-01,12,35.0,12.0,45.0,420.0,2025-06-01,Prescription
2025-06-02,Avil 25mg,196,2026-12-01,5,13.25,12.0,7.098214286,66.25,2025-06-01,Prescription
2025-06-02,Bandage Roll,570,2026-12-01,7,22.0,12.0,16.5,154.0,2025-06-01,Prescription
2025-06-02,Paracetamol 500mg,648,2026-01-01,17,10.08,12.0,18.36,171.36,2025-06-01,Prescription
2025-06-02,Allegra 120mg,175/682,2026-07-01,10,264.72,12.0,283.6285714,2647.2,2025-06-01,Prescription
2025-06-02,Surgical Gloves,607,2027-01-01,8,83.0,12.0,71.14285714,664.0,2025-06-01,Prescription
2025-06-03,Omeprazole 20mg,484,2026-12-01,5,32.14,12.0,17.21785714,160.7,2025-06-01,Prescription
2025-06-03,Crocin Advance,847,2026-05-01,1,20.16,12.0,2.16,20.16,2025-06-01,Prescription
2025-06-03,Tetanus Toxoid,394,2028-04-01,2,11.35,12.0,2.432142857,22.7,2025-06-01,Prescription
2025-06-03,Pantoprazole 40mg,295,2026-04-01,2,153.15,12.0,32.81785714,306.3,2025-06-01,Prescription
