Date,Product Name,Demand,DayOfWeek,Month,IsWeekend
2025-05-12,Combiflam,0.0,0,5,0
2025-05-12,Crocin Advance,1.0,0,5,0
2025-05-12,Dexamethasone 4mg,0.0,0,5,0
2025-05-12,Digene,0.0,0,5,0
2025-05-12,Disprin,0.0,0,5,0
2025-05-12,Dolo 650mg,0.0,0,5,0
2025-05-12,Domperidone 10mg,0.0,0,5,0
2025-05-12,Erythromycin 250mg,0.0,0,5,0
2025-05-12,Glibenclamide 5mg,0.0,0,5,0
2025-05-12,Hand Sanitizer,9.0,0,5,0
2025-05-12,Hydroxychloroquine 200mg,0.0,0,5,0
2025-05-12,Ibuprofen 400mg,0.0,0,5,0
2025-05-12,Insulin 30/70,0.0,0,5,0
2025-05-12,Ivermectin 12mg,0.0,0,5,0
2025-05-12,Levocetirizine 5mg,0.0,0,5,0
2025-05-12,Loperamide 2mg,4.0,0,5,0
2025-05-12,Losartan 50mg,0.0,0,5,0
2025-05-12,Metformin 500mg,0.0,0,5,0
2025-05-12,Montelukast 10mg,0.0,0,5,0
2025-05-12,Multivitamin Syrup,0.0,0,5,0
2025-05-12,N95 Mask,0.0,0,5,0
2025-05-12,Nicotine Patch,5.0,0,5,0
2025-05-12,ORS Sachet,0.0,0,5,0
2025-05-12,Omeprazole 20mg,0.0,0,5,0
2025-05-12,Pantoprazole 40mg,0.0,0,5,0
2025-05-12,Paracetamol 500mg,10.0,0,5,0
2025-05-12,Prednisolone 10mg,0.0,0,5,0
2025-05-12,Ranitidine 150mg,0.0,0,5,0
2025-05-12,Salbutamol Inhaler,0.0,0,5,0
2025-05-12,Surgical Gloves,0.0,0,5,0
2025-05-12,Tetanus Toxoid,0.0,0,5,0
2025-05-12,Thermometer,0.0,0,5,0
2025-05-12,Thyroxine 50mcg,0.0,0,5,0
2025-05-12,Vitamin C Tablets,0.0,0,5,0
2025-05-12,Volini Gel,5.0,0,5,0
2025-05-12,Zincovit,0.0,0,5,0
2025-05-13,Allegra 120mg,0.0,1,5,0
2025-05-13,Amlodipine 5mg,0.0,1,5,0
2025-05-13,Amoxicillin 250mg,0.0,1,5,0
2025-05-13,Atorvastatin 10mg,0.0,1,5,0
2025-05-13,Avil 25mg,0.0,1,5,0
2025-05-13,Azithromycin 500mg,0.0,1,5,0
2025-05-13,Bandage Roll,9.0,1,5,0
2025-05-13,Becosules,8.0,1,5,0
2025-05-13,Betadine Ointment,0.0,1,5,0
2025-05-13,Calpol 500mg,0.0,1,5,0
2025-05-13,Cetirizine 10mg,0.0,1,5,0
2025-05-13,Chlorpheniramine,0.0,1,5,0
2025-05-13,Ciprofloxacin 500mg,0.0,1,5,0
2025-05-13,Clotrimazole Cream,0.0,1,5,0
2025-05-13,Combiflam,0.0,1,5,0
2025-05-13,Crocin Advance,3.0,1,5,0
2025-05-13,Dexamethasone 4mg,3.0,1,5,0
2025-05-13,Digene,3.0,1,5,0
2025-05-13,Disprin,7.0,1,5,0
2025-05-13,Dolo 650mg,0.0,1,5,0
2025-05-13,Domperidone 10mg,0.0,1,5,0
2025-05-13,Erythromycin 250mg,0.0,1,5,0
2025-05-13,Glibenclamide 5mg,0.0,1,5,0
2025-05-13,Hand Sanitizer,0.0,1,5,0
2025-05-13,Hydroxychloroquine 200mg,0.0,1,5,0
2025-05-13,Ibuprofen 400mg,0.0,1,5,0
2025-05-13,Insulin 30/70,0.0,1,5,0
2025-05-13,Ivermectin 12mg,0.0,1,5,0
2025-05-13,Levocetirizine 5mg,0.0,1,5,0
2025-05-13,Loperamide 2mg,0.0,1,5,0
2025-05-13,Losartan 50mg,0.0,1,5,0
2025-05-13,Metformin 500mg,0.0,1,5,0
2025-05-13,Montelukast 10mg,0.0,1,5,0
2025-05-13,Multivitamin Syrup,0.0,1,5,0
2025-05-13,N95 Mask,0.0,1,5,0
2025-05-13,Nicotine Patch,0.0,1,5,0
2025-05-13,ORS Sachet,0.0,1,5,0
2025-05-13,Omeprazole 20mg,0.0,1,5,0
2025-05-13,Pantoprazole 40mg,0.0,1,5,0
2025-05-13,Paracetamol 500mg,0.0,1,5,0
2025-05-13,Prednisolone 10mg,0.0,1,5,0
2025-05-13,Ranitidine 150mg,0.0,1,5,0
2025-05-13,Salbutamol Inhaler,0.0,1,5,0
2025-05-13,Surgical Gloves,0.0,1,5,0
2025-05-13,Tetanus Toxoid,0.0,1,5,0
2025-05-13,Thermometer,0.0,1,5,0
2025-05-13,Thyroxine 50mcg,0.0,1,5,0
2025-05-13,Vitamin C Tablets,7.0,1,5,0
2025-05-13,Volini Gel,0.0,1,5,0
2025-05-13,Zincovit,0.0,1,5,0
2025-05-14,Allegra 120mg,0.0,2,5,0
2025-05-14,Amlodipine 5mg,0.0,2,5,0
2025-05-14,Amoxicillin 250mg,0.0,2,5,0
2025-05-14,Atorvastatin 10mg,1.0,2,5,0
2025-05-14,Avil 25mg,0.0,2,5,0
2025-05-14,Azithromycin 500mg,0.0,2,5,0
2025-05-14,Bandage Roll,0.0,2,5,0
2025-05-14,Becosules,0.0,2,5,0
2025-05-14,Betadine Ointment,0.0,2,5,0
2025-05-14,Calpol 500mg,5.0,2,5,0
2025-05-14,Cetirizine 10mg,0.0,2,5,0
2025-05-14,Chlorpheniramine,0.0,2,5,0
2025-05-14,Ciprofloxacin 500mg,0.0,2,5,0
2025-05-14,Clotrimazole Cream,0.0,2,5,0
2025-05-14,Combiflam,0.0,2,5,0
2025-05-14,Crocin Advance,0.0,2,5,0
2025-05-14,Dexamethasone 4mg,0.0,2,5,0
2025-05-14,Digene,0.0,2,5,0
2025-05-14,Disprin,0.0,2,5,0
2025-05-14,Dolo 650mg,0.0,2,5,0
2025-05-14,Domperidone 10mg,0.0,2,5,0
2025-05-14,Erythromycin 250mg,0.0,2,5,0
2025-05-14,Glibenclamide 5mg,0.0,2,5,0
2025-05-14,Hand Sanitizer,0.0,2,5,0
2025-05-14,Hydroxychloroquine 200mg,8.0,2,5,0
2025-05-14,Ibuprofen 400mg,0.0,2,5,0
2025-05-14,Insulin 30/70,0.0,2,5,0
2025-05-14,Ivermectin 12mg,0.0,2,5,0
2025-05-14,Levocetirizine 5mg,0.0,2,5,0
2025-05-14,Loperamide 2mg,0.0,2,5,0
2025-05-14,Losartan 50mg,0.0,2,5,0
2025-05-14,Metformin 500mg,0.0,2,5,0
2025-05-14,Montelukast 10mg,0.0,2,5,0
2025-05-14,Multivitamin Syrup,9.0,2,5,0
2025-05-14,N95 Mask,0.0,2,5,0
2025-05-14,Nicotine Patch,0.0,2,5,0
2025-05-14,ORS Sachet,0.0,2,5,0
2025-05-14,Omeprazole 20mg,2.0,2,5,0
2025-05-14,Pantoprazole 40mg,0.0,2,5,0
2025-05-14,Paracetamol 500mg,14.0,2,5,0
2025-05-14,Prednisolone 10mg,0.0,2,5,0
2025-05-14,Ranitidine 150mg,0.0,2,5,0
2025-05-14,Salbutamol Inhaler,0.0,2,5,0
2025-05-14,Surgical Gloves,0.0,2,5,0
2025-05-14,Tetanus Toxoid,0.0,2,5,0
2025-05-14,Thermometer,0.0,2,5,0
2025-05-14,Thyroxine 50mcg,0.0,2,5,0
2025-05-14,Vitamin C Tablets,0.0,2,5,0
2025-05-14,Volini Gel,2.0,2,5,0
2025-05-14,Zincovit,0.0,2,5,0
2025-05-15,Allegra 120mg,0.0,3,5,0
2025-05-15,Amlodipine 5mg,0.0,3,5,0
2025-05-15,Amoxicillin 250mg,0.0,3,5,0
2025-05-15,Atorvastatin 10mg,0.0,3,5,0
2025-05-15,Avil 25mg,3.0,3,5,0
2025-05-15,Azithromycin 500mg,0.0,3,5,0
2025-05-15,Bandage Roll,0.0,3,5,0
2025-05-15,Becosules,0.0,3,5,0
2025-05-15,Betadine Ointment,0.0,3,5,0
2025-05-15,Calpol 500mg,0.0,3,5,0
2025-05-15,Cetirizine 10mg,0.0,3,5,0
2025-05-15,Chlorpheniramine,3.0,3,5,0
2025-05-15,Ciprofloxacin 500mg,0.0,3,5,0
2025-05-15,Clotrimazole Cream,0.0,3,5,0
2025-05-15,Combiflam,0.0,3,5,0
2025-05-15,Crocin Advance,0.0,3,5,0
2025-05-15,Dexamethasone 4mg,0.0,3,5,0
2025-05-15,Digene,0.0,3,5,0
2025-05-15,Disprin,6.0,3,5,0
2025-05-15,Dolo 650mg,0.0,3,5,0
2025-05-15,Domperidone 10mg,0.0,3,5,0
2025-05-15,Erythromycin 250mg,0.0,3,5,0
2025-05-15,Glibenclamide 5mg,0.0,3,5,0
2025-05-15,Hand Sanitizer,0.0,3,5,0
2025-05-15,Hydroxychloroquine 200mg,0.0,3,5,0
2025-05-15,Ibuprofen 400mg,0.0,3,5,0
2025-05-15,Insulin 30/70,0.0,3,5,0
2025-05-15,Ivermectin 12mg,5.0,3,5,0
2025-05-15,Levocetirizine 5mg,0.0,3,5,0
2025-05-15,Loperamide 2mg,0.0,3,5,0
2025-05-15,Losartan 50mg,0.0,3,5,0
2025-05-15,Metformin 500mg,0.0,3,5,0
2025-05-15,Montelukast 10mg,0.0,3,5,0
2025-05-15,Multivitamin Syrup,0.0,3,5,0
2025-05-15,N95 Mask,1.0,3,5,0
2025-05-15,Nicotine Patch,0.0,3,5,0
2025-05-15,ORS Sachet,4.0,3,5,0
2025-05-15,Omeprazole 20mg,0.0,3,5,0
2025-05-15,Pantoprazole 40mg,0.0,3,5,0
2025-05-15,Paracetamol 500mg,0.0,3,5,0
2025-05-15,Prednisolone 10mg,0.0,3,5,0
2025-05-15,Ranitidine 150mg,10.0,3,5,0
2025-05-15,Salbutamol Inhaler,0.0,3,5,0
2025-05-15,Surgical Gloves,0.0,3,5,0
2025-05-15,Tetanus Toxoid,0.0,3,5,0
2025-05-15,Thermometer,0.0,3,5,0
2025-05-15,Thyroxine 50mcg,4.0,3,5,0
2025-05-15,Vitamin C Tablets,8.0,3,5,0
2025-05-15,Volini Gel,8.0,3,5,0
2025-05-15,Zincovit,0.0,3,5,0
2025-05-16,Allegra 120mg,0.0,4,5,0
2025-05-16,Amlodipine 5mg,0.0,4,5,0
2025-05-16,Amoxicillin 250mg,0.0,4,5,0
2025-05-16,Atorvastatin 10mg,0.0,4,5,0
2025-05-16,Avil 25mg,0.0,4,5,0
2025-05-16,Azithromycin 500mg,0.0,4,5,0
2025-05-16,Bandage Roll,0.0,4,5,0
2025-05-16,Becosules,0.0,4,5,0
2025-05-16,Betadine Ointment,2.0,4,5,0
2025-05-16,Calpol 500mg,0.0,4,5,0
2025-05-16,Cetirizine 10mg,4.0,4,5,0
2025-05-16,Chlorpheniramine,0.0,4,5,0
2025-05-16,Ciprofloxacin 500mg,9.0,4,5,0
2025-05-16,Clotrimazole Cream,0.0,4,5,0
2025-05-16,Combiflam,0.0,4,5,0
2025-05-16,Crocin Advance,15.0,4,5,0
2025-05-16,Dexamethasone 4mg,0.0,4,5,0
2025-05-16,Digene,0.0,4,5,0
2025-05-16,Disprin,0.0,4,5,0
2025-05-16,Dolo 650mg,5.0,4,5,0
2025-05-16,Domperidone 10mg,0.0,4,5,0
2025-05-16,Erythromycin 250mg,0.0,4,5,0
2025-05-16,Glibenclamide 5mg,0.0,4,5,0
2025-05-16,Hand Sanitizer,0.0,4,5,0
2025-05-16,Hydroxychloroquine 200mg,0.0,4,5,0
2025-05-16,Ibuprofen 400mg,0.0,4,5,0
2025-05-16,Insulin 30/70,0.0,4,5,0
2025-05-16,Ivermectin 12mg,0.0,4,5,0
2025-05-16,Levocetirizine 5mg,0.0,4,5,0
2025-05-16,Loperamide 2mg,0.0,4,5,0
2025-05-16,Losartan 50mg,0.0,4,5,0
2025-05-16,Metformin 500mg,0.0,4,5,0
2025-05-16,Montelukast 10mg,0.0,4,5,0
2025-05-16,Multivitamin Syrup,5.0,4,5,0
2025-05-16,N95 Mask,0.0,4,5,0
2025-05-16,Nicotine Patch,0.0,4,5,0
2025-05-16,ORS Sachet,0.0,4,5,0
2025-05-16,Omeprazole 20mg,0.0,4,5,0
2025-05-16,Pantoprazole 40mg,0.0,4,5,0
2025-05-16,Paracetamol 500mg,12.0,4,5,0
2025-05-16,Prednisolone 10mg,0.0,4,5,0
2025-05-16,Ranitidine 150mg,0.0,4,5,0
2025-05-16,Salbutamol Inhaler,0.0,4,5,0
2025-05-16,Surgical Gloves,0.0,4,5,0
2025-05-16,Tetanus Toxoid,0.0,4,5,0
2025-05-16,Thermometer,0.0,4,5,0
2025-05-16,Thyroxine 50mcg,0.0,4,5,0
2025-05-16,Vitamin C Tablets,0.0,4,5,0
2025-05-16,Volini Gel,6.0,4,5,0
2025-05-16,Zincovit,7.0,4,5,0
2025-05-17,Allegra 120mg,0.0,5,5,1
2025-05-17,Amlodipine 5mg,9.0,5,5,1
2025-05-17,Amoxicillin 250mg,0.0,5,5,1
2025-05-17,Atorvastatin 10mg,0.0,5,5,1
2025-05-17,Avil 25mg,5.0,5,5,1
2025-05-17,Azithromycin 500mg,3.0,5,5,1
2025-05-17,Bandage Roll,0.0,5,5,1
2025-05-17,Becosules,0.0,5,5,1
2025-05-17,Betadine Ointment,0.0,5,5,1
2025-05-17,Calpol 500mg,3.0,5,5,1
2025-05-17,Cetirizine 10mg,3.0,5,5,1
2025-05-17,Chlorpheniramine,0.0,5,5,1
2025-05-17,Ciprofloxacin 500mg,0.0,5,5,1
2025-05-17,Clotrimazole Cream,0.0,5,5,1
2025-05-17,Combiflam,0.0,5,5,1
2025-05-17,Crocin Advance,8.0,5,5,1
2025-05-17,Dexamethasone 4mg,6.0,5,5,1
2025-05-17,Digene,7.0,5,5,1
2025-05-17,Disprin,0.0,5,5,1
2025-05-17,Dolo 650mg,0.0,5,5,1
2025-05-17,Domperidone 10mg,0.0,5,5,1
2025-05-17,Erythromycin 250mg,4.0,5,5,1
2025-05-17,Glibenclamide 5mg,0.0,5,5,1
2025-05-17,Hand Sanitizer,0.0,5,5,1
2025-05-17,Hydroxychloroquine 200mg,0.0,5,5,1
2025-05-17,Ibuprofen 400mg,6.0,5,5,1
2025-05-17,Insulin 30/70,0.0,5,5,1
2025-05-17,Ivermectin 12mg,0.0,5,5,1
2025-05-17,Levocetirizine 5mg,10.0,5,5,1
2025-05-17,Loperamide 2mg,0.0,5,5,1
2025-05-17,Losartan 50mg,0.0,5,5,1
2025-05-17,Metformin 500mg,0.0,5,5,1
2025-05-17,Montelukast 10mg,0.0,5,5,1
2025-05-17,Multivitamin Syrup,0.0,5,5,1
2025-05-17,N95 Mask,0.0,5,5,1
2025-05-17,Nicotine Patch,0.0,5,5,1
2025-05-17,ORS Sachet,0.0,5,5,1
2025-05-17,Omeprazole 20mg,0.0,5,5,1
2025-05-17,Pantoprazole 40mg,0.0,5,5,1
2025-05-17,Paracetamol 500mg,0.0,5,5,1
2025-05-17,Prednisolone 10mg,7.0,5,5,1
2025-05-17,Ranitidine 150mg,0.0,5,5,1
2025-05-17,Salbutamol Inhaler,0.0,5,5,1
2025-05-17,Surgical Gloves,0.0,5,5,1
2025-05-17,Tetanus Toxoid,0.0,5,5,1
2025-05-17,Thermometer,0.0,5,5,1
2025-05-17,Thyroxine 50mcg,0.0,5,5,1
2025-05-17,Vitamin C Tablets,0.0,5,5,1
2025-05-17,Volini Gel,0.0,5,5,1
2025-05-17,Zincovit,0.0,5,5,1
2025-05-18,Allegra 120mg,0.0,6,5,1
2025-05-18,Amlodipine 5mg,0.0,6,5,1
2025-05-18,Amoxicillin 250mg,0.0,6,5,1
2025-05-18,Atorvastatin 10mg,0.0,6,5,1
2025-05-18,Avil 25mg,0.0,6,5,1
2025-05-18,Azithromycin 500mg,0.0,6,5,1
2025-05-18,Bandage Roll,0.0,6,5,1
2025-05-18,Becosules,0.0,6,5,1
2025-05-18,Betadine Ointment,0.0,6,5,1
2025-05-18,Calpol 500mg,0.0,6,5,1
2025-05-18,Cetirizine 10mg,0.0,6,5,1
2025-05-18,Chlorpheniramine,0.0,6,5,1
2025-05-18,Ciprofloxacin 500mg,0.0,6,5,1
2025-05-18,Clotrimazole Cream,0.0,6,5,1
2025-05-18,Combiflam,0.0,6,5,1
2025-05-18,Crocin Advance,0.0,6,5,1
2025-05-18,Dexamethasone 4mg,0.0,6,5,1
2025-05-18,Digene,0.0,6,5,1
2025-05-18,Disprin,0.0,6,5,1
2025-05-18,Dolo 650mg,0.0,6,5,1
2025-05-18,Domperidone 10mg,0.0,6,5,1
2025-05-18,Erythromycin 250mg,0.0,6,5,1
2025-05-18,Glibenclamide 5mg,0.0,6,5,1
2025-05-18,Hand Sanitizer,0.0,6,5,1
2025-05-18,Hydroxychloroquine 200mg,0.0,6,5,1
2025-05-18,Ibuprofen 400mg,0.0,6,5,1
2025-05-18,Insulin 30/70,13.0,6,5,1
2025-05-18,Ivermectin 12mg,0.0,6,5,1
2025-05-18,Levocetirizine 5mg,0.0,6,5,1
2025-05-18,Loperamide 2mg,0.0,6,5,1
2025-05-18,Losartan 50mg,0.0,6,5,1
2025-05-18,Metformin 500mg,0.0,6,5,1
2025-05-18,Montelukast 10mg,0.0,6,5,1
2025-05-18,Multivitamin Syrup,6.0,6,5,1
2025-05-18,N95 Mask,4.0,6,5,1
2025-05-18,Nicotine Patch,9.0,6,5,1
2025-05-18,ORS Sachet,0.0,6,5,1
2025-05-18,Omeprazole 20mg,0.0,6,5,1
2025-05-18,Pantoprazole 40mg,0.0,6,5,1
2025-05-18,Paracetamol 500mg,0.0,6,5,1
2025-05-18,Prednisolone 10mg,0.0,6,5,1
2025-05-18,Ranitidine 150mg,6.0,6,5,1
2025-05-18,Salbutamol Inhaler,0.0,6,5,1
2025-05-18,Surgical Gloves,0.0,6,5,1
2025-05-18,Tetanus Toxoid,0.0,6,5,1
2025-05-18,Thermometer,5.0,6,5,1
2025-05-18,Thyroxine 50mcg,0.0,6,5,1
2025-05-18,Vitamin C Tablets,0.0,6,5,1
2025-05-18,Volini Gel,3.0,6,5,1
2025-05-18,Zincovit,9.0,6,5,1
2025-05-19,Allegra 120mg,0.0,0,5,0
2025-05-19,Amlodipine 5mg,0.0,0,5,0
2025-05-19,Amoxicillin 250mg,6.0,0,5,0
2025-05-19,Atorvastatin 10mg,0.0,0,5,0
2025-05-19,Avil 25mg,0.0,0,5,0
2025-05-19,Azithromycin 500mg,0.0,0,5,0
2025-05-19,Bandage Roll,0.0,0,5,0
2025-05-19,Becosules,0.0,0,5,0
2025-05-19,Betadine Ointment,0.0,0,5,0
2025-05-19,Calpol 500mg,3.0,0,5,0
2025-05-19,Cetirizine 10mg,0.0,0,5,0
2025-05-19,Chlorpheniramine,0.0,0,5,0
2025-05-19,Ciprofloxacin 500mg,0.0,0,5,0
2025-05-19,Clotrimazole Cream,3.0,0,5,0
2025-05-19,Combiflam,0.0,0,5,0
2025-05-19,Crocin Advance,0.0,0,5,0
2025-05-19,Dexamethasone 4mg,0.0,0,5,0
2025-05-19,Digene,0.0,0,5,0
2025-05-19,Disprin,0.0,0,5,0
2025-05-19,Dolo 650mg,0.0,0,5,0
2025-05-19,Domperidone 10mg,0.0,0,5,0
2025-05-19,Erythromycin 250mg,4.0,0,5,0
2025-05-19,Glibenclamide 5mg,0.0,0,5,0
2025-05-19,Hand Sanitizer,3.0,0,5,0
2025-05-19,Hydroxychloroquine 200mg,0.0,0,5,0
2025-05-19,Ibuprofen 400mg,0.0,0,5,0
2025-05-19,Insulin 30/70,0.0,0,5,0
2025-05-19,Ivermectin 12mg,0.0,0,5,0
2025-05-19,Levocetirizine 5mg,0.0,0,5,0
2025-05-19,Loperamide 2mg,0.0,0,5,0
2025-05-19,Losartan 50mg,0.0,0,5,0
2025-05-19,Metformin 500mg,0.0,0,5,0
2025-05-19,Montelukast 10mg,10.0,0,5,0
2025-05-19,Multivitamin Syrup,0.0,0,5,0
2025-05-19,N95 Mask,0.0,0,5,0
2025-05-19,Nicotine Patch,0.0,0,5,0
2025-05-19,ORS Sachet,0.0,0,5,0
2025-05-19,Omeprazole 20mg,5.0,0,5,0
2025-05-19,Pantoprazole 40mg,0.0,0,5,0
2025-05-19,Paracetamol 500mg,0.0,0,5,0
2025-05-19,Prednisolone 10mg,0.0,0,5,0
2025-05-19,Ranitidine 150mg,0.0,0,5,0
2025-05-19,Salbutamol Inhaler,0.0,0,5,0
2025-05-19,Surgical Gloves,0.0,0,5,0
2025-05-19,Tetanus Toxoid,7.0,0,5,0
2025-05-19,Thermometer,0.0,0,5,0
2025-05-19,Thyroxine 50mcg,0.0,0,5,0
2025-05-19,Vitamin C Tablets,0.0,0,5,0
2025-05-19,Volini Gel,0.0,0,5,0
2025-05-19,Zincovit,0.0,0,5,0
2025-05-20,Allegra 120mg,10.0,1,5,0
2025-05-20,Amlodipine 5mg,0.0,1,5,0
2025-05-20,Amoxicillin 250mg,0.0,1,5,0
2025-05-20,Atorvastatin 10mg,9.0,1,5,0
2025-05-20,Avil 25mg,0.0,1,5,0
2025-05-20,Azithromycin 500mg,0.0,1,5,0
2025-05-20,Bandage Roll,0.0,1,5,0
2025-05-20,Becosules,9.0,1,5,0
2025-05-20,Betadine Ointment,0.0,1,5,0
2025-05-20,Calpol 500mg,4.0,1,5,0
2025-05-20,Cetirizine 10mg,0.0,1,5,0
2025-05-20,Chlorpheniramine,0.0,1,5,0
2025-05-20,Ciprofloxacin 500mg,0.0,1,5,0
2025-05-20,Clotrimazole Cream,0.0,1,5,0
2025-05-20,Combiflam,0.0,1,5,0
2025-05-20,Crocin Advance,0.0,1,5,0
2025-05-20,Dexamethasone 4mg,0.0,1,5,0
2025-05-20,Digene,0.0,1,5,0
2025-05-20,Disprin,0.0,1,5,0
2025-05-20,Dolo 650mg,0.0,1,5,0
2025-05-20,Domperidone 10mg,0.0,1,5,0
2025-05-20,Erythromycin 250mg,0.0,1,5,0
2025-05-20,Glibenclamide 5mg,0.0,1,5,0
2025-05-20,Hand Sanitizer,0.0,1,5,0
2025-05-20,Hydroxychloroquine 200mg,0.0,1,5,0
2025-05-20,Ibuprofen 400mg,0.0,1,5,0
2025-05-20,Insulin 30/70,0.0,1,5,0
2025-05-20,Ivermectin 12mg,0.0,1,5,0
2025-05-20,Levocetirizine 5mg,0.0,1,5,0
2025-05-20,Loperamide 2mg,9.0,1,5,0
2025-05-20,Losartan 50mg,0.0,1,5,0
2025-05-20,Metformin 500mg,0.0,1,5,0
2025-05-20,Montelukast 10mg,0.0,1,5,0
2025-05-20,Multivitamin Syrup,0.0,1,5,0
2025-05-20,N95 Mask,1.0,1,5,0
2025-05-20,Nicotine Patch,0.0,1,5,0
2025-05-20,ORS Sachet,0.0,1,5,0
2025-05-20,Omeprazole 20mg,0.0,1,5,0
2025-05-20,Pantoprazole 40mg,2.0,1,5,0
2025-05-20,Paracetamol 500mg,0.0,1,5,0
2025-05-20,Prednisolone 10mg,0.0,1,5,0
2025-05-20,Ranitidine 150mg,3.0,1,5,0
2025-05-20,Salbutamol Inhaler,0.0,1,5,0
2025-05-20,Surgical Gloves,0.0,1,5,0
2025-05-20,Tetanus Toxoid,0.0,1,5,0
2025-05-20,Thermometer,0.0,1,5,0
2025-05-20,Thyroxine 50mcg,0.0,1,5,0
2025-05-20,Vitamin C Tablets,0.0,1,5,0
2025-05-20,Volini Gel,0.0,1,5,0
2025-05-20,Zincovit,0.0,1,5,0
2025-05-21,Allegra 120mg,0.0,2,5,0
2025-05-21,Amlodipine 5mg,0.0,2,5,0
2025-05-21,Amoxicillin 250mg,0.0,2,5,0
2025-05-21,Atorvastatin 10mg,7.0,2,5,0
2025-05-21,Avil 25mg,0.0,2,5,0
2025-05-21,Azithromycin 500mg,0.0,2,5,0
2025-05-21,Bandage Roll,0.0,2,5,0
2025-05-21,Becosules,0.0,2,5,0
2025-05-21,Betadine Ointment,0.0,2,5,0
2025-05-21,Calpol 500mg,0.0,2,5,0
2025-05-21,Cetirizine 10mg,0.0,2,5,0
2025-05-21,Chlorpheniramine,0.0,2,5,0
2025-05-21,Ciprofloxacin 500mg,9.0,2,5,0
2025-05-21,Clotrimazole Cream,0.0,2,5,0
2025-05-21,Combiflam,0.0,2,5,0
2025-05-21,Crocin Advance,0.0,2,5,0
2025-05-21,Dexamethasone 4mg,5.0,2,5,0
2025-05-21,Digene,0.0,2,5,0
2025-05-21,Disprin,5.0,2,5,0
2025-05-21,Dolo 650mg,0.0,2,5,0
2025-05-21,Domperidone 10mg,0.0,2,5,0
2025-05-21,Erythromycin 250mg,0.0,2,5,0
2025-05-21,Glibenclamide 5mg,0.0,2,5,0
2025-05-21,Hand Sanitizer,0.0,2,5,0
2025-05-21,Hydroxychloroquine 200mg,0.0,2,5,0
2025-05-21,Ibuprofen 400mg,0.0,2,5,0
2025-05-21,Insulin 30/70,0.0,2,5,0
2025-05-21,Ivermectin 12mg,0.0,2,5,0
2025-05-21,Levocetirizine 5mg,0.0,2,5,0
2025-05-21,Loperamide 2mg,0.0,2,5,0
2025-05-21,Losartan 50mg,0.0,2,5,0
2025-05-21,Metformin 500mg,0.0,2,5,0
2025-05-21,Montelukast 10mg,0.0,2,5,0
2025-05-21,Multivitamin Syrup,0.0,2,5,0
2025-05-21,N95 Mask,0.0,2,5,0
2025-05-21,Nicotine Patch,0.0,2,5,0
2025-05-21,ORS Sachet,0.0,2,5,0
2025-05-21,Omeprazole 20mg,0.0,2,5,0
2025-05-21,Pantoprazole 40mg,0.0,2,5,0
2025-05-21,Paracetamol 500mg,0.0,2,5,0
2025-05-21,Prednisolone 10mg,0.0,2,5,0
2025-05-21,Ranitidine 150mg,0.0,2,5,0
2025-05-21,Salbutamol Inhaler,0.0,2,5,0
2025-05-21,Surgical Gloves,10.0,2,5,0
2025-05-21,Tetanus Toxoid,5.0,2,5,0
2025-05-21,Thermometer,0.0,2,5,0
2025-05-21,Thyroxine 50mcg,0.0,2,5,0
2025-05-21,Vitamin C Tablets,0.0,2,5,0
2025-05-21,Volini Gel,7.0,2,5,0
2025-05-21,Zincovit,0.0,2,5,0
2025-05-22,Allegra 120mg,0.0,3,5,0
2025-05-22,Amlodipine 5mg,0.0,3,5,0
2025-05-22,Amoxicillin 250mg,0.0,3,5,0
2025-05-22,Atorvastatin 10mg,0.0,3,5,0
2025-05-22,Avil 25mg,0.0,3,5,0
2025-05-22,Azithromycin 500mg,2.0,3,5,0
2025-05-22,Bandage Roll,0.0,3,5,0
2025-05-22,Becosules,0.0,3,5,0
2025-05-22,Betadine Ointment,0.0,3,5,0
2025-05-22,Calpol 500mg,0.0,3,5,0
2025-05-22,Cetirizine 10mg,0.0,3,5,0
2025-05-22,Chlorpheniramine,4.0,3,5,0
2025-05-22,Ciprofloxacin 500mg,0.0,3,5,0
2025-05-22,Clotrimazole Cream,0.0,3,5,0
2025-05-22,Combiflam,0.0,3,5,0
2025-05-22,Crocin Advance,0.0,3,5,0
2025-05-22,Dexamethasone 4mg,0.0,3,5,0
2025-05-22,Digene,9.0,3,5,0
2025-05-22,Disprin,0.0,3,5,0
2025-05-22,Dolo 650mg,9.0,3,5,0
2025-05-22,Domperidone 10mg,0.0,3,5,0
2025-05-22,Erythromycin 250mg,0.0,3,5,0
2025-05-22,Glibenclamide 5mg,0.0,3,5,0
2025-05-22,Hand Sanitizer,4.0,3,5,0
2025-05-22,Hydroxychloroquine 200mg,0.0,3,5,0
2025-05-22,Ibuprofen 400mg,0.0,3,5,0
2025-05-22,Insulin 30/70,0.0,3,5,0
2025-05-22,Ivermectin 12mg,0.0,3,5,0
2025-05-22,Levocetirizine 5mg,0.0,3,5,0
2025-05-22,Loperamide 2mg,0.0,3,5,0
2025-05-22,Losartan 50mg,0.0,3,5,0
2025-05-22,Metformin 500mg,0.0,3,5,0
2025-05-22,Montelukast 10mg,0.0,3,5,0
2025-05-22,Multivitamin Syrup,0.0,3,5,0
2025-05-22,N95 Mask,4.0,3,5,0
